180.76.15.150 - - [31/Jan/2016:16:19:04 -0800] "GET /robots.txt HTTP/1.1" 200 49 "-" "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:39 -0800] "GET /services.php HTTP/1.1" 200 73 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:39 -0800] "GET /firstvisit.php HTTP/1.1" 200 73 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:40 -0800] "GET /Patient-Before-After-Gallery.html HTTP/1.1" 200 23787 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:40 -0800] "GET /Bowie-Dentists/Periodontal-Therapy-Maryland.html HTTP/1.1" 200 40166 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:41 -0800] "HEAD /images/googleplus.png HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:41 -0800] "GET /Dental-Sites-We-Like.html HTTP/1.1" 200 41324 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:41 -0800] "HEAD /images/pinterest.png HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:41 -0800] "GET /css/style.css HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:42 -0800] "GET /js/jquery.easing.1.3.js HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:42 -0800] "HEAD /images/twitter.png HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:42 -0800] "GET /Bowie-Dentists/Childrens-Dentistry-Maryland.html HTTP/1.1" 200 39945 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:43 -0800] "GET /css/js-image-slider.css HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:43 -0800] "GET /js/js-image-slider.js HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:43 -0800] "GET /index.php HTTP/1.1" 200 73 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:43 -0800] "GET /firstvisit.php HTTP/1.1" 200 73 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:43 -0800] "GET /Dentist-Bowie-MD/Dental-Implants-Maryland-MD.html HTTP/1.1" 200 33055 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:44 -0800] "GET /Dentistry-Maryland-MD.html HTTP/1.1" 200 31039 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:44 -0800] "GET /Dental-LinkExchange.html HTTP/1.1" 200 25575 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:44 -0800] "HEAD /img/before1.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:44 -0800] "GET /Dentist-Bowie-MD/js/js-image-slider.js HTTP/1.1" 200 15260 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:45 -0800] "HEAD /img/after1.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:45 -0800] "GET /firstvisit.html HTTP/1.1" 200 24042 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:45 -0800] "HEAD /Bowie-Dentists/images/Pinterest.png HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:46 -0800] "HEAD /img/offer-31-05-2014-new-patient.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:46 -0800] "GET /Bowie-Dentists/firstvisit.php HTTP/1.1" 200 73 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:46 -0800] "HEAD /img/meetdr-ali.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:46 -0800] "GET /Dentists-Bowie-MD.html HTTP/1.1" 200 38040 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:46 -0800] "HEAD /img/meetdr-melika.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:46 -0800] "GET /Bowie-Dentists/font/delicious-roman.css HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:46 -0800] "GET /Bowie-Dentists/Preventive-Dentistry-Maryland.html HTTP/1.1" 200 39411 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:47 -0800] "GET /js/bootstrap.min.js HTTP/1.1" 200 35601 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:47 -0800] "GET /testimonials.html HTTP/1.1" 200 24783 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:47 -0800] "HEAD /img/offer-31-05-2014-sonicare-brush.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:48 -0800] "HEAD /img/tmj-trauma.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:48 -0800] "HEAD /img/slider3.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:48 -0800] "HEAD /Bowie-Dentists/images/offer-31-05-2014-new-patient.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:49 -0800] "HEAD /img/offer-31-05-2014-whitening.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:49 -0800] "GET /Bowie-Dentists/js/tms-0.3.js HTTP/1.1" 200 11724 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:49 -0800] "GET /Bowie-Dentists/carousel/jquery.carouFredSel-6.2.1.js HTTP/1.1" 200 91090 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:49 -0800] "HEAD /images/care6.jpg HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:50 -0800] "HEAD /images/fb.png HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:50 -0800] "HEAD /images/mainimg8.jpg HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:51 -0800] "HEAD /Bowie-Dentists/images/mainimg3.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:51 -0800] "HEAD /Bowie-Dentists/images/offer-31-05-2014-whitening.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:52 -0800] "HEAD /images/g+.png HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:52 -0800] "HEAD /images/Pinterest.png HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:53 -0800] "HEAD /images/youtube.png HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:53 -0800] "HEAD /images/implant-before-and-after.jpg HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:53 -0800] "HEAD /img/oral-pathology.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:53 -0800] "HEAD /images/care1.jpg HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:53 -0800] "HEAD /Bowie-Dentists/images/care5.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:53 -0800] "GET /Bowie-Dentists/images/Pinterest.png HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:53 -0800] "GET /images/fb.png HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:54 -0800] "HEAD /img/dental-implants.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:54 -0800] "GET /Bowie-Dentists/testimonials.html HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:54 -0800] "HEAD /img/doc.png HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:54 -0800] "HEAD /Bowie-Dentists/images/mainimg2.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:54 -0800] "GET /Bowie-Dentists/font/droidsans.css HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:54 -0800] "GET /css/procedure-thumb.css HTTP/1.1" 200 2005 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:54 -0800] "GET /css/bootstrap-theme.css HTTP/1.1" 200 19156 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:54 -0800] "HEAD /img/slider1.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:55 -0800] "GET /images/facebook.png HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:55 -0800] "GET /images/services3.png HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:55 -0800] "GET /contact-us.php HTTP/1.1" 200 73 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:55 -0800] "GET /index.html HTTP/1.1" 200 38156 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:55 -0800] "GET /Dentist-Bowie-MD/Tooth-Extractions-Maryland-MD.html HTTP/1.1" 200 32565 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:56 -0800] "HEAD /img/jaw-surgery.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:56 -0800] "GET /images/twitter.png HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:56 -0800] "HEAD /img/after2.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:56 -0800] "HEAD /img/before2.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:57 -0800] "GET /Bowie-Dentists/font/droidsans.css HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:57 -0800] "HEAD /img/slider2.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:58 -0800] "GET /Bowie-Dentists/testimonials.html HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:58 -0800] "HEAD /Bowie-Dentists/images/fb.png HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:58 -0800] "GET /Bowie-Dentists/js/jquery-1.6.4.min.js HTTP/1.1" 200 91669 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:58 -0800] "GET /images/mainimg8.jpg HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:59 -0800] "HEAD /img/patients-choice-winner-2015.png HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:59 -0800] "HEAD /Bowie-Dentists/images/care1.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:50:59 -0800] "HEAD /Bowie-Dentists/images/offer-31-05-2014-sonicare-brush.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:00 -0800] "HEAD /images/care4.jpg HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:00 -0800] "GET /Bowie-Dentists/meet-staff.php HTTP/1.1" 200 73 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:01 -0800] "GET /Bowie-Dentists/js/tms_presets.js HTTP/1.1" 200 18651 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:01 -0800] "HEAD /Bowie-Dentists/images/cut-offer.png HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:01 -0800] "GET /%E2%80%9Dhttp://www.nicedentist.com%E2%80%9D HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:01 -0800] "GET /images/care6.jpg HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:02 -0800] "GET /images/g+.png HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:02 -0800] "GET /Bowie-Dentists/www.superior-dentistry.com HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:02 -0800] "GET /Bowie-Dentists/font/delicious-roman.css HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:02 -0800] "GET /images/care5.jpg HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:02 -0800] "GET /images/care4.jpg HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:02 -0800] "HEAD /Bowie-Dentists/images/care6.jpg HTTP/1.1" 200 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:03 -0800] "GET /Referral_Form.pdf HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:03 -0800] "GET /images/care1.jpg HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:03 -0800] "HEAD /images/care2.jpg HTTP/1.1" 404 0 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:03 -0800] "GET /Bowie-Dentists/meet-staff.php HTTP/1.1" 200 73 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
203.184.54.20 - - [31/Jan/2016:20:51:04 -0800] "GET /images/care2.jpg HTTP/1.1" 404 89 "-" "Xenu Link Sleuth/1.3.8" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:00:04 -0800] "GET / HTTP/1.1" 200 38156 "https://www.google.com" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:00:05 -0800] "GET /css/bootstrap.css HTTP/1.1" 200 138415 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:00:05 -0800] "GET /css/bootstrap-theme.css HTTP/1.1" 200 19156 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:00:05 -0800] "GET /theme.css HTTP/1.1" 200 1926 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:00:05 -0800] "GET /js/ie-emulation-modes-warning.js HTTP/1.1" 200 2132 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:00:05 -0800] "GET /css/font-awesome.css HTTP/1.1" 200 28747 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:00:06 -0800] "GET /js/bootstrap.min.js HTTP/1.1" 200 35601 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:00:06 -0800] "GET /js/docs.min.js HTTP/1.1" 200 43299 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:00:06 -0800] "GET /js/ie10-viewport-bug-workaround.js HTTP/1.1" 200 694 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:00:23 -0800] "GET /contact-us.html HTTP/1.1" 200 23726 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:00:23 -0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1454302823897 HTTP/1.1" 404 89 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:00:26 -0800] "GET /img/contact-img.jpg HTTP/1.1" 200 83148 "http://www.superior-dentistry.com/contact-us.html" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:00:30 -0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1454302835095 HTTP/1.1" 404 89 "http://www.superior-dentistry.com/contact-us.html" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:01:18 -0800] "POST /sendemail.php HTTP/1.1" 302 5 "http://www.superior-dentistry.com/contact-us.html" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:01:18 -0800] "GET /thanks.html HTTP/1.1" 200 22853 "http://www.superior-dentistry.com/contact-us.html" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
121.54.58.240 - - [31/Jan/2016:21:01:22 -0800] "GET /assets/flash/ZeroClipboard.swf?noCache=1454302888314 HTTP/1.1" 404 89 "http://www.superior-dentistry.com/thanks.html" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0" "www.superior-dentistry.com"
191.232.136.167 - - [31/Jan/2016:21:05:11 -0800] "GET /services.php HTTP/1.1" 200 73 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.superior-dentistry.com"
191.232.136.167 - - [31/Jan/2016:21:05:11 -0800] "GET /Dental-Sites-We-Like.html HTTP/1.1" 200 41324 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.superior-dentistry.com"
208.122.6.102 - - [31/Jan/2016:21:26:32 -0800] "GET / HTTP/1.1" 200 38156 "-" "FreeWebMonitoring SiteChecker/0.2 (+http://www.freewebmonitoring.com/bot.html)" "www.superior-dentistry.com"
180.76.15.159 - - [31/Jan/2016:22:09:12 -0800] "GET /Bowie-Dentists/Periodontal-Therapy-Maryland.html HTTP/1.1" 200 40166 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "www.superior-dentistry.com"
182.118.20.201 - - [31/Jan/2016:22:16:38 -0800] "GET /robots.txt HTTP/1.1" 200 49 "http://superior-dentistry.com/robots.txt" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0); 360Spider(compatible; HaosouSpider; http://www.haosou.com/help/help_3_2.html)" "superior-dentistry.com"
123.30.175.212 - - [31/Jan/2016:22:18:54 -0800] "GET /robots.txt HTTP/1.1" 200 49 "-" "Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/)" "superior-dentistry.com"
123.30.175.208 - - [31/Jan/2016:22:19:00 -0800] "GET / HTTP/1.1" 200 38156 "-" "Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/)" "superior-dentistry.com"
123.30.175.209 - - [31/Jan/2016:22:21:49 -0800] "GET /robots.txt HTTP/1.1" 200 49 "-" "Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/)" "www.superior-dentistry.com"
123.30.175.207 - - [31/Jan/2016:22:22:06 -0800] "GET / HTTP/1.1" 200 38156 "-" "Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/)" "www.superior-dentistry.com"
208.122.6.102 - - [31/Jan/2016:22:28:49 -0800] "GET / HTTP/1.1" 200 38156 "-" "FreeWebMonitoring SiteChecker/0.2 (+http://www.freewebmonitoring.com/bot.html)" "www.superior-dentistry.com"
120.61.48.238 - - [31/Jan/2016:22:32:33 -0800] "GET / HTTP/1.1" 200 38156 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.97 Safari/537.36" "www.superior-dentistry.com"
120.61.48.238 - - [31/Jan/2016:22:32:34 -0800] "GET /css/bootstrap.css HTTP/1.1" 200 138415 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.97 Safari/537.36" "www.superior-dentistry.com"
120.61.48.238 - - [31/Jan/2016:22:32:34 -0800] "GET /css/bootstrap-theme.css HTTP/1.1" 200 19156 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.97 Safari/537.36" "www.superior-dentistry.com"
120.61.48.238 - - [31/Jan/2016:22:32:34 -0800] "GET /css/font-awesome.css HTTP/1.1" 200 28747 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.97 Safari/537.36" "www.superior-dentistry.com"
120.61.48.238 - - [31/Jan/2016:22:32:34 -0800] "GET /theme.css HTTP/1.1" 200 1926 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.97 Safari/537.36" "www.superior-dentistry.com"
120.61.48.238 - - [31/Jan/2016:22:32:34 -0800] "GET /js/ie-emulation-modes-warning.js HTTP/1.1" 200 2132 "http://www.superior-dentistry.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.97 Safari/537.36" "www.superior-dentistry.com"
